2017-06-04 17:37:31,70 WIG 
2017-06-04 17:37:34,85 WLO 
2017-06-04 17:39:13,18 WME 
2017-06-04 17:42:51,11 WML 
2017-06-04 17:42:55,07 WTC 
2017-06-04 17:42:58,28 SWF 
2017-06-04 17:43:01,61 OK 
2017-06-05 17:30:00,35 DOK 
2017-06-05 17:30:08,76 SSW 
2017-06-05 17:30:26,79 WCY 
2017-06-05 17:35:19,54 WEL 
2017-06-05 17:37:13,72 WIG 
2017-06-05 17:37:16,83 WLO 
2017-06-05 17:38:53,28 WME 
2017-06-05 17:42:26,95 WML 
2017-06-05 17:42:30,70 WTC 
2017-06-05 17:42:34,99 SWF 
2017-06-05 17:42:38,48 OK 
2017-06-06 17:30:00,15 DOK 
2017-06-06 17:30:08,35 SSW 
2017-06-06 17:30:25,46 WCY 
2017-06-06 17:35:14,29 WEL 
2017-06-06 17:37:11,68 WIG 
2017-06-06 17:37:14,81 WLO 
2017-06-06 17:39:02,14 WME 
2017-06-06 17:42:50,21 WML 
2017-06-06 17:42:54,22 WTC 
2017-06-06 17:42:58,78 SWF 
2017-06-06 17:43:02,09 OK 
2017-06-07 17:30:00,13 DOK 
2017-06-07 17:30:08,97 SSW 
2017-06-07 17:30:22,72 WCY 
2017-06-07 17:34:45,78 WEL 
2017-06-07 17:36:38,59 WIG 
2017-06-07 17:36:42,54 WLO 
2017-06-07 17:38:15,37 WME 
2017-06-07 17:41:45,81 WML 
2017-06-07 17:41:49,27 WTC 
2017-06-07 17:41:52,90 SWF 
2017-06-07 17:41:55,74 OK 
2017-06-08 17:30:00,31 DOK 
2017-06-08 17:30:09,23 SSW 
2017-06-08 17:30:28,24 WCY 
2017-06-08 17:35:25,95 WEL 
2017-06-08 17:37:17,00 WIG 
2017-06-08 17:37:20,21 WLO 
2017-06-08 17:38:57,15 WME 
2017-06-08 17:42:36,87 WML 
2017-06-08 17:42:41,11 WTC 
2017-06-08 17:42:45,62 SWF 
2017-06-08 17:42:49,25 OK 
2017-06-09 17:30:00,41 DOK 
2017-06-09 17:30:09,35 SSW 
2017-06-09 17:30:25,40 WCY 
2017-06-09 17:35:47,57 WEL 
2017-06-09 17:37:47,34 WIG 
2017-06-09 17:37:50,58 WLO 
2017-06-09 17:39:41,96 WME 
2017-06-09 17:43:54,63 WML 
2017-06-09 17:43:58,60 WTC 
2017-06-09 17:44:02,82 SWF 
2017-06-09 17:44:05,65 OK 
2017-06-10 17:30:00,16 DOK 
2017-06-10 17:30:07,07 SSW 
2017-06-10 17:30:21,77 WCY 
2017-06-10 17:34:56,45 WEL 
2017-06-10 17:37:03,79 WIG 
2017-06-10 17:37:07,95 WLO 
2017-06-10 17:39:10,31 WME 
2017-06-10 17:43:55,78 WML 
2017-06-10 17:43:59,75 WTC 
2017-06-10 17:44:06,76 SWF 
2017-06-10 17:44:09,61 OK 
2017-06-11 17:30:00,13 DOK 
2017-06-11 17:30:08,13 SSW 
2017-06-11 17:30:27,61 WCY 
2017-06-11 17:35:04,82 WEL 
2017-06-11 17:36:54,10 WIG 
2017-06-11 17:36:57,23 WLO 
2017-06-11 17:38:34,52 WME 
2017-06-11 17:42:07,71 WML 
2017-06-11 17:42:12,24 WTC 
2017-06-11 17:42:16,77 SWF 
2017-06-11 17:42:20,11 OK 
2017-06-12 17:30:00,40 DOK 
